
transistor,0.014306,1.000000,0.028209,cell,1
transistor,0.008493,0.400000,0.016632,cell,1
transistor,0.023810,0.100000,0.038462,cell,1
transistor,0.002307,1.000000,0.004604,cell,1
transistor,0.001366,1.000000,0.002728,cell,1
transistor,0.014306,1.000000,0.028209,cell,3
transistor,0.006061,0.200000,0.011765,cell,3
transistor,0.002307,1.000000,0.004604,cell,3
transistor,0.002307,1.000000,0.004604,cell,3
transistor,0.002307,1.000000,0.004604,cell,3
transistor,0.006803,0.200000,0.013158,cell,5
transistor,0.002307,1.000000,0.004604,cell,5
transistor,0.002307,1.000000,0.004604,cell,5
transistor,0.002307,1.000000,0.004604,cell,5
transistor,0.002307,1.000000,0.004604,cell,5
transistor,0.002307,1.000000,0.004604,cell,10
transistor,0.006803,0.200000,0.013158,cell,10
transistor,0.006803,0.200000,0.013158,cell,10
transistor,0.002307,1.000000,0.004604,cell,10
transistor,0.006803,0.200000,0.013158,cell,10
transistor,0.002307,1.000000,0.004604,cell,15
transistor,0.002307,1.000000,0.004604,cell,15
transistor,0.006803,0.200000,0.013158,cell,15
transistor,0.002307,1.000000,0.004604,cell,15
transistor,0.002307,1.000000,0.004604,cell,15
Exceed positive examples in train set. Truncate to 19
transistor,0.002307,1.000000,0.004604,cell,20
Exceed positive examples in train set. Truncate to 19
transistor,0.002307,1.000000,0.004604,cell,20
Exceed positive examples in train set. Truncate to 19
transistor,0.002307,1.000000,0.004604,cell,20
Exceed positive examples in train set. Truncate to 19
transistor,0.002307,1.000000,0.004604,cell,20
Exceed positive examples in train set. Truncate to 19
transistor,0.002307,1.000000,0.004604,cell,20
Exceed positive examples in train set. Truncate to 0
Exceed positive examples in train set. Truncate to 0
Exceed positive examples in train set. Truncate to 0
Exceed positive examples in train set. Truncate to 0
Exceed positive examples in train set. Truncate to 0
Exceed positive examples in train set. Truncate to 0
Exceed positive examples in train set. Truncate to 0
